id	area	statement	status	evidence	invariant
BT-REQ-0215	SPEC-02-kernel-http-surface	The RLS tenant is bound to the resolved principal's tenant before any handler runs.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:332` `"set_current_tenant(p.tenant_id)"`	-
BT-REQ-0216	SPEC-02-kernel-http-surface	Every `BoltrigError` reaching the transport renders one envelope: `{"status","reason"}`, with 403 alone mapped to `denied`.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:303` `"@app.exception_handler(BoltrigError)"`	-
BT-REQ-0217	SPEC-02-kernel-http-surface	`POST /v1/invoke` refuses a body-asserted run id owned by another subject with 403 before dispatch.	IMPLEMENTED	`boltrig/kernel/app.py:348` `"if await foreign_run_asserted(k.store, p, body.context):"`	SEC-186
BT-REQ-0218	SPEC-02-kernel-http-surface	Both `run_id` and `parent_run_id` are fenced by the same predicate.	IMPLEMENTED	`boltrig/kernel/run_access.py:130` `"for key in (\"run_id\", \"parent_run_id\"):"`	SEC-186
BT-REQ-0219	SPEC-02-kernel-http-surface	A caller-supplied spawn depth is clamped to a non-negative integer and never raises.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:207` `"def _depth_from(raw: Any) -> int:"`	-
BT-REQ-0220	SPEC-02-kernel-http-surface	`PendingHuman` renders 202 with the HITL request id, and `DegradedMode` renders 503 with a partial output, on both `/v1/invoke` and every `dispatch_control_route` caller.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:366` `"except PendingHuman as e:"`, `boltrig/kernel/control_routes.py:111` `"except PendingHuman as exc:"`	SEC-14
BT-REQ-0221	SPEC-02-kernel-http-surface	A JSON-RPC notification at `POST /v1/mcp` is answered 202 with an empty body, never a response frame.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:158` `"if isinstance(body, dict) and body.get(\"id\") is None:"`	-
BT-REQ-0222	SPEC-02-kernel-http-surface	`POST /v1/mcp` accepts a run token from `x-boltrig-mcp-token` or from a bearer that `is_run_token` recognises, else it resolves a full principal.	IMPLEMENTED	`boltrig/kernel/app.py:390` `"run_token = request.headers.get(\"x-boltrig-mcp-token\")"`	SEC-37
BT-REQ-0223	SPEC-02-kernel-http-surface	A user-authenticated MCP call is scoped to the caller's effective grants through the same chokepoint as the site.	IMPLEMENTED	`boltrig/kernel/mcp.py:184` `"a transient connection"`	SEC-37
BT-REQ-0224	SPEC-02-kernel-http-surface	An invalid MCP run token records an `MCP_AUTH_FAILURE` security event under a reserved tenant marker.	IMPLEMENTED-UNTESTED	`boltrig/kernel/mcp.py:172` `"\"_unauthenticated\", SecurityEventType.MCP_AUTH_FAILURE"`	-
BT-REQ-0225	SPEC-02-kernel-http-surface	`/v1/chat` pulls the first stream event before responding so an authorisation error renders as an envelope, not inside a half-open SSE stream.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:437` `"first = await gen.__anext__()"`	-
BT-REQ-0226	SPEC-02-kernel-http-surface	A mid-run chat steer is acknowledged 202 `queued`, not as SSE.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:442` `"if first is not None and first.get(\"type\") == \"queued\":"`	-
BT-REQ-0227	SPEC-02-kernel-http-surface	`/v1/work` clamps the page size at the store and returns a keyset `next_cursor` only when the page came back full.	IMPLEMENTED	`boltrig/kernel/app.py:586` `"next_cursor = items[-1].id if len(items) == page else None"`	SEC-69
BT-REQ-0228	SPEC-02-kernel-http-surface	A work item outside the caller's departments is answered 404, not 403.	IMPLEMENTED	`boltrig/kernel/app.py:617` `"return JSONResponse({\"error\": \"not_found\"}, status_code=404)"`	SEC-33
BT-REQ-0229	SPEC-02-kernel-http-surface	`/v1/runs/{run_id}/events` authorises with `visible_run_events` and 404s an unknown or out-of-scope run before streaming.	IMPLEMENTED	`boltrig/kernel/app.py:663` `"rows = await visible_run_events(k.store, p, run_id)"`	SEC-56
BT-REQ-0230	SPEC-02-kernel-http-surface	The `?since` cursor on the run stream can only narrow the replay, never widen what a run exposes.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:676` `"cursor = since if (since is not None and since >= 0) else None"`	SEC-56
BT-REQ-0231	SPEC-02-kernel-http-surface	`GET /v1/conversations/search` is registered before `GET /v1/conversations/{conversation_id}` so `search` is never captured as an id.	IMPLEMENTED-UNTESTED	`boltrig/kernel/app.py:500` `"Registered BEFORE the /{conversation_id}"`	-
BT-REQ-0232	SPEC-02-kernel-http-surface	Exactly three routes are reachable without authentication: `/v1/branding`, `/healthz`, `/readyz`, and they live in one file.	IMPLEMENTED-UNTESTED	`boltrig/kernel/health_routes.py:1` `"The unauthenticated routes, all of them, in one file."`	SEC-38
BT-REQ-0233	SPEC-02-kernel-http-surface	`/healthz` never awaits live adapter I/O, reading a cached snapshot instead.	IMPLEMENTED-UNTESTED	`boltrig/adapters/loader.py:95` `"reads this and must never await live adapter"`	-
BT-REQ-0234	SPEC-02-kernel-http-surface	`install_security` installs, in reverse-add order, TrustedHost, then CORS when configured, then security headers, then the cookie rewriter, then the body cap.	IMPLEMENTED	`boltrig/kernel/web_security.py:309` `"Starlette runs middleware in reverse add order"`	SEC-58
BT-REQ-0235	SPEC-02-kernel-http-surface	Seven security headers are stamped on every response with `setdefault`.	IMPLEMENTED	`boltrig/kernel/web_security.py:198` `"for k, v in _SECURITY_HEADERS.items():"`	SEC-58
BT-REQ-0236	SPEC-02-kernel-http-surface	The API CSP is `default-src 'none'; frame-ancestors 'none'; base-uri 'none'; form-action 'none'`.	IMPLEMENTED	`boltrig/kernel/web_security.py:31` `"_CSP = ("`	SEC-58
BT-REQ-0237	SPEC-02-kernel-http-surface	CORS is installed only when `BOLTRIG_CORS_ORIGINS` is non-empty, never reflects Origin, and never pairs `*` with credentials.	IMPLEMENTED	`boltrig/kernel/web_security.py:314` `"Explicit allowlist only - never '*' with credentials, never reflect."`	SEC-58
BT-REQ-0238	SPEC-02-kernel-http-surface	The CORS `allow_headers` allowlist contains five entries and omits `idempotency-key` and `x-boltrig-workspace`, which kernel handlers read.	IMPLEMENTED-UNTESTED	`boltrig/kernel/web_security.py:320` `"allow_headers=["` against `boltrig/kernel/control_routes.py:75` `"idempotency-key"`	-
BT-REQ-0239	SPEC-02-kernel-http-surface	A wildcard host allowlist under a production signal is a fatal boot error.	IMPLEMENTED	`boltrig/kernel/web_security.py:299` `"FATAL: BOLTRIG_ALLOWED_HOSTS is '*' in production."`	SEC-58
BT-REQ-0240	SPEC-02-kernel-http-surface	A declared or streamed body over the cap is rejected 413; a non-integer Content-Length is rejected 400.	IMPLEMENTED	`boltrig/kernel/web_security.py:240` `"payload_too_large"`, `:243` `"bad_content_length"`	SEC-58
BT-REQ-0241	SPEC-02-kernel-http-surface	The streaming body cap is applied only to POST, PUT and PATCH, so a chunked body on any other method is uncounted.	IMPLEMENTED-UNTESTED	`boltrig/kernel/web_security.py:221` `"_BODY_METHODS = frozenset({\"POST\", \"PUT\", \"PATCH\"})"`	-
BT-REQ-0242	SPEC-02-kernel-http-surface	Paths under `/v1/knowledge/uploads/` get a 25 MiB cap by prefix match instead of the global cap.	IMPLEMENTED-UNTESTED	`boltrig/kernel/web_security.py:172` `"_PATH_BODY_CAPS = ((\"/v1/knowledge/uploads/\""`	-
BT-REQ-0243	SPEC-02-kernel-http-surface	Only the two session cookies are re-scoped by the mount-path middleware, and only under `BOLTRIG_TRUST_FORWARDED_PREFIX`.	IMPLEMENTED	`boltrig/kernel/web_security.py:96` `"_SCOPED_COOKIES = frozenset({\"boltrig_session\", \"boltrig_csrf\"})"`; `tests/security/test_mount_path_cookie_scope.py::test_the_header_is_ignored_without_the_deployment_opt_in`	-
BT-REQ-0244	SPEC-02-kernel-http-surface	An unrecognised forwarded prefix is ignored, which returns the cookie to `Path=/`, a widening the code names as failing open.	IMPLEMENTED	`boltrig/kernel/web_security.py:105` `"The conservative choice failed OPEN"`; `tests/security/test_mount_path_cookie_scope.py::test_a_prefix_we_do_not_recognise_is_not_honoured`	-
BT-REQ-0245	SPEC-02-kernel-http-surface	The mount-path cookie control is bound to no invariant id.	IMPLEMENTED-UNTESTED	`rg -c 'pytest.mark.invariant' tests/security/test_mount_path_cookie_scope.py` returns 0, 2026-08-24, pinned tree	-
BT-REQ-0246	SPEC-02-kernel-http-surface	HTTP-layer rate limiting exists on exactly three ingress paths: channel inbound (per channel and per sender), channel self-onboarding, and the public workflow webhook.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_routes.py:60` `"INBOUND_RL_PER_CHANNEL = RateLimit(per=\"minute\", max=120"`, `boltrig/kernel/workflow_trigger_public_routes.py:21` `"WEBHOOK_TRIGGER_RL = RateLimit(per=\"minute\", max=30"`	FR-KER-05
BT-REQ-0247	SPEC-02-kernel-http-surface	No middleware applies a global per-IP or per-principal request rate limit.	IMPLEMENTED-UNTESTED	bounded: `rg -n 'rate_limiter\	RateLimit(' boltrig/kernel/web_security.py boltrig/kernel/app.py`, 2026-08-24, zero hits
BT-REQ-0248	SPEC-02-kernel-http-surface	Rate-limit windows are FIXED calendar windows, so a bound admits up to twice `max` across a boundary.	IMPLEMENTED	`boltrig/kernel/ratelimit.py:17` `"WINDOW SEMANTICS, stated here because callers configure against it"`; `tests/security/test_two_factor.py::test_the_window_is_fixed_not_sliding`	FR-KER-05
BT-REQ-0249	SPEC-02-kernel-http-surface	The public workflow webhook deduplicates before throttling and throttles before the trigger lookup.	IMPLEMENTED-UNTESTED	`boltrig/kernel/workflow_trigger_public_routes.py:79` `"Dedup BEFORE the throttle"`	-
BT-REQ-0250	SPEC-02-kernel-http-surface	The public workflow webhook synthesises its principal from the trigger owner and intersects with the trigger's stored grant ceiling.	IMPLEMENTED-UNTESTED	`boltrig/kernel/workflow_trigger_delivery.py:81` `"bounded = current.intersect(trigger.grant_ceiling)"`	-
BT-REQ-0251	SPEC-02-kernel-http-surface	The public workflow webhook reaches the dispatcher through `control.workflow.trigger`.	IMPLEMENTED-UNTESTED	`boltrig/kernel/workflow_trigger_delivery.py:237` `"output, pending = await dispatch_control_route("`	-
BT-REQ-0252	SPEC-02-kernel-http-surface	Channel inbound authenticates by HMAC over the RAW wire bytes, not the parsed body.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_inbound_routes.py:89` `"raw_body = await request.body()"`	-
BT-REQ-0253	SPEC-02-kernel-http-surface	A channel thread ceiling can only narrow the resolved principal's grants.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_inbound_routes.py:161` `"grants=principal.grants.intersect(ceiling)"`	-
BT-REQ-0254	SPEC-02-kernel-http-surface	Channel inbound creates a work item by direct store write, with no dispatcher call.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_inbound_routes.py:191` `"await kernel.store.create_work_item(item)"`	-
BT-REQ-0255	SPEC-02-kernel-http-surface	The nine channel and call gateway routes authenticate with a run token that must carry `extra.channel_gateway`.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_gateway_auth.py:16` `"if token is None or not (token.extra or {}).get(\"channel_gateway\"):"`	-
BT-REQ-0256	SPEC-02-kernel-http-surface	A minted gateway session carries an EMPTY `GrantSet`, so presenting it at `/v1/mcp` grants nothing.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_gateway_session_routes.py:51` `"GrantSet(),"`	-
BT-REQ-0257	SPEC-02-kernel-http-surface	Minting a gateway session requires an authoring role and is audited.	IMPLEMENTED-UNTESTED	`boltrig/kernel/channel_gateway_session_routes.py:15` `"if not can_author(principal.role):"`, `:100` `"await kernel.audit.write("`	SEC-32
BT-REQ-0258	SPEC-02-kernel-http-surface	The eleven device-agent and camera-agent routes authenticate with a scoped device session bearer whose device id must match the path.	IMPLEMENTED-UNTESTED	`boltrig/kernel/device_route_support.py` `"if token_device_id != device_id:"`	-
BT-REQ-0259	SPEC-02-kernel-http-surface	Device enrollment completion authenticates with a one-shot scoped enrollment code carried in the body.	IMPLEMENTED-UNTESTED	`boltrig/kernel/device_agent_routes.py:45` `"parse_scoped_token(code, \"device_enrollment\")"`	-
BT-REQ-0260	SPEC-02-kernel-http-surface	`GET /v1/hands/commands` claims each command on return so a second poll cannot double-execute it.	IMPLEMENTED-UNTESTED	`boltrig/kernel/desktop_routes.py:59` `"so the read+mark is atomic on the kernel loop."`	-
BT-REQ-0261	SPEC-02-kernel-http-surface	A desktop receipt for an unknown or expired command is refused 404 and is not audited.	IMPLEMENTED-UNTESTED	`boltrig/kernel/desktop_routes.py:82` `"do not audit a no-op as execution"`	SEC-16
BT-REQ-0262	SPEC-02-kernel-http-surface	Every desktop receipt that lands is audited with a truncated error string.	IMPLEMENTED-UNTESTED	`boltrig/kernel/desktop_routes.py:86` `"detail[\"error\"] = receipt[\"error\"][:_MAX_ERROR_LEN]"`	SEC-16
BT-REQ-0263	SPEC-02-kernel-http-surface	`dispatch_control_route` lets the `x-boltrig-approval-id` and `idempotency-key` headers override the same body fields.	IMPLEMENTED-UNTESTED	`boltrig/kernel/control_routes.py:74` `"request.headers.get(\"x-boltrig-approval-id\") or approval_id"`	-
BT-REQ-0264	SPEC-02-kernel-http-surface	`dispatch_control_route` builds and registers a control-plane adapter at request time when the tenant has none.	IMPLEMENTED-UNTESTED	`boltrig/kernel/control_routes.py:32` `"adapter = build_control_plane_adapter("`	-
BT-REQ-0265	SPEC-02-kernel-http-surface	Held-call settlement after an approved control write is swallowed so cleanup cannot turn a committed write into a client error.	IMPLEMENTED-UNTESTED	`boltrig/kernel/control_routes.py:106` `"except Exception:"`	-
BT-REQ-0266	SPEC-02-kernel-http-surface	A HITL approval response goes through `kernel.hitl.answer`, never the dispatcher, and a non-approval decision is wrapped as untrusted text first.	IMPLEMENTED-UNTESTED	`boltrig/kernel/hitl_http.py:185` `"decision = wrap_untrusted(\"hitl_response\", principal.subject, decision)"`	SEC-14
BT-REQ-0267	SPEC-02-kernel-http-surface	`POST /v1/hitl/{question_id}/answer` answers only a QUESTION, never an approval, and refuses a non-owner 403 with no write.	IMPLEMENTED-UNTESTED	`boltrig/kernel/hitl_http.py:251` `"if req.type != HITLType.QUESTION:"`, `:255` `"item.on_behalf_of != principal.subject"`	SEC-14
BT-REQ-0268	SPEC-02-kernel-http-surface	A SECURE question's answer is sealed inside the kernel and only its reference is recorded; even its length is withheld.	IMPLEMENTED-UNTESTED	`boltrig/kernel/hitl_http.py:271` `"reference = await kernel.credentials.seal_run_scoped_value("`	K-20
BT-REQ-0269	SPEC-02-kernel-http-surface	A sole-author or development-posture approval always leaves a distinguishing audit row.	IMPLEMENTED-UNTESTED	`boltrig/kernel/hitl_http.py:203` `"await kernel.audit.write("`	SEC-16
BT-REQ-0270	SPEC-02-kernel-http-surface	`POST /v1/runs/{run_id}/cancel` is owner-only, writes a cooperative cancel signal, audits it, and never interrupts an in-flight step.	IMPLEMENTED-UNTESTED	`boltrig/kernel/access_routes.py:267` `"await k.store.request_run_cancel("`	-
BT-REQ-0271	SPEC-02-kernel-http-surface	`POST /v1/me/active-context` and `/v1/me/active-org` require a first-party session, re-authorise membership, and refuse with no write and no audit when it fails.	IMPLEMENTED-UNTESTED	`boltrig/kernel/access_routes.py:430` `"if not any(w.id == workspace_id for w in memberships):"`, `:483` `"member = await k.store.get_org_member("`	-
BT-REQ-0272	SPEC-02-kernel-http-surface	Session writes bind the identity realm for the write and restore the caller's active tenant in a `finally`.	IMPLEMENTED-UNTESTED	`boltrig/kernel/access_routes.py:441` `"set_current_tenant(session.tenant_id)"`	-
BT-REQ-0273	SPEC-02-kernel-http-surface	A minted PAT's secret is returned exactly once in the mint response and never stored in the clear.	IMPLEMENTED	`boltrig/kernel/access_routes.py:308` `"view[\"secret\"] = secret  # shown ONCE"`	SEC-34
BT-REQ-0274	SPEC-02-kernel-http-surface	PAT and session revocation routes refuse another user's row with 404, not 403.	IMPLEMENTED-UNTESTED	`boltrig/kernel/access_routes.py:314` `"if pat is None or pat.user_id != p.subject:"`	SEC-34
BT-REQ-0275	SPEC-02-kernel-http-surface	Memory MUTATION routes run the chokepoint with server-derived scopes in `trusted_extra`.	IMPLEMENTED	`boltrig/kernel/memory_mutation_routes.py:18` `"return p.context(trusted_extra={\"memory_scopes\": memory_scopes(p)})"`	SEC-40
BT-REQ-0276	SPEC-02-kernel-http-surface	Memory READ routes query the store directly under `memory_owner_scopes`, without the chokepoint.	IMPLEMENTED-UNTESTED	`boltrig/kernel/memory_read_routes.py:33` `"facts = await k.store.list_memory_facts("`	SEC-69
